,artist_name,song_title,identifier,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,cluster_k30
230,Unspoken,Call It Grace,not_hot,0.882,0.683,-4.873,0.223,0.033,0.0,0.618,97.932,6
231,Alina Baraz,Electric (Marian Hill Remix),not_hot,0.736,0.892,-5.217,0.28,0.619,1.14e-06,0.597,88.124,6
232,Running Wild,Riding the Storm,not_hot,0.736,0.798,-6.174,0.127,0.0579,0.0681,0.464,113.996,21
233,Pasabordo,Primera Vez,not_hot,0.74,0.359,-8.309,0.0462,0.0951,0.0,0.377,126.15,28
234,WALK THE MOON,Jenny,not_hot,0.612,0.705,-5.898,0.352,0.427,0.0,0.533,101.876,26
235,Kali Uchis,Tyrant (feat. Daniel Caesar) - Remix,not_hot,0.0787,0.0282,-29.025,0.0473,0.899,0.75,0.0381,69.889,27
236,Liquid Tension Experiment,Acid Rain,not_hot,0.587,0.613,-9.444,0.0341,0.000179,0.151,0.655,85.693,7
237,American Authors,I Wanna Go Out,not_hot,0.699,0.762,-6.502,0.0513,0.084,0.00068,0.79,101.815,22
238,Moneybagg Yo,Buss Down (feat. Young Thug),not_hot,0.339,0.0557,-25.335,0.0447,0.988,0.899,0.0628,64.915,27
239,Two Door Cinema Club,I Can Talk,not_hot,0.361,0.193,-17.126,0.0387,0.889,4.4e-05,0.164,64.572,0
240,Toro y Moi,So Many Details,not_hot,0.375,0.68,-7.015,0.0441,4.07e-05,0.0908,0.367,91.424,4
241,Waterparks,Blonde,not_hot,0.537,0.913,-4.344,0.0374,0.00158,0.0,0.578,99.969,20
242,Jean Sibelius,"Symphony No. 2 in D Major, Op. 43: III. Vivacissimo (- attacca -)",not_hot,0.49,0.932,-3.925,0.0648,0.0175,1.41e-06,0.261,134.937,11
243,Skitz Kraven,That's All,not_hot,0.358,0.968,-2.438,0.105,2.04e-05,1.19e-06,0.367,76.668,4
244,MercyMe,I Can Only Imagine - The Movie Session,not_hot,0.835,0.754,-7.182,0.318,0.451,0.0,0.83,144.115,16
245,Janelle Monáe,"Oh, Maker",not_hot,0.296,0.419,-8.169,0.0331,0.516,0.00684,0.102,57.906,13
246,The J. Geils Band,Freeze-Frame,not_hot,0.54,0.385,-13.819,0.0435,0.105,0.916,0.0875,91.041,18
247,Cuban Doll,Let It Blow (feat. Molly Brazy),not_hot,0.686,0.631,-5.182,0.0232,0.126,0.000183,0.509,103.953,7
248,Marion Meadows,Suede,not_hot,0.606,0.783,-5.698,0.0244,0.114,0.509,0.318,105.0,14
249,Daya,Dare,not_hot,0.657,0.689,-6.39,0.234,0.554,1.07e-06,0.426,90.03,26
250,Three Days Grace,It's All Over,not_hot,0.558,0.796,-5.106,0.0297,0.046,0.0,0.583,140.035,1
251,DJ Snake,A Different Way - Kayzo Remix,not_hot,0.705,0.432,-5.815,0.0981,0.0104,0.0299,0.615,74.988,7
252,Kyle Park,Somebody’s Trying to Steal My Heart,not_hot,0.724,0.486,-6.925,0.0337,0.486,4.72e-05,0.589,130.08,9
253,Alan Menken,Wolf Chase,not_hot,0.581,0.672,-8.279,0.0602,0.104,0.856,0.808,111.154,2
254,Esperanza Spalding,Judas,not_hot,0.383,0.00868,-27.996,0.0673,0.992,0.963,0.327,139.089,19
255,Yoste,Kaonashi,not_hot,0.648,0.752,-9.1,0.0456,0.43,0.12,0.232,119.933,12
256,Bad Wolves,Run For Your Life,not_hot,0.465,0.746,-6.499,0.0345,0.0052,1.19e-05,0.23,145.02,23
257,Tinashe,Party Favors,not_hot,0.413,0.608,-7.273,0.171,0.381,1.08e-05,0.386,85.314,13
258,Kane Brown,Pull It Off,not_hot,0.353,0.362,-13.502,0.031,0.0894,3.38e-05,0.267,141.285,23
259,Hatebreed,I Will Be Heard,not_hot,0.32,0.291,-12.972,0.0394,0.963,0.000457,0.0783,102.281,0
260,James Arthur,The Truth,not_hot,0.603,0.794,-6.407,0.0305,0.0706,0.0,0.475,112.8,20
261,DJ Snake,Sober,not_hot,0.292,0.233,-8.482,0.0345,0.951,2.66e-05,0.343,86.206,0
262,The Shaolin Afronauts,Kilimanjaro,not_hot,0.55,0.608,-9.88,0.066,0.369,1.3e-06,0.588,92.762,7
263,John Williams,Entry into the Great Hall and the Banquet,not_hot,0.51,0.965,-3.562,0.0572,4.1e-05,0.000819,0.167,130.038,11
264,Sidewalk Prophets,You Love Me Anyway,not_hot,0.219,0.131,-24.105,0.0453,0.951,0.0103,0.0935,81.12,0
265,Orbital,"The Box, Pt. 1",not_hot,0.226,0.333,-14.691,0.0493,0.355,0.0,0.416,202.741,25
266,Mat Kearney,Chicago - Acoustic,not_hot,0.64,0.403,-10.665,0.0363,0.43,0.00485,0.192,147.997,12
267,Jamiroquai,Love Foolosophy - Remastered,not_hot,0.655,0.611,-7.189,0.0352,0.525,0.0,0.604,97.008,29
268,Godsmack,Keep Away,not_hot,0.682,0.599,-5.619,0.312,0.0121,0.0238,0.537,92.179,6
269,Alexandre Desplat,New Moon (The Meadow),not_hot,0.474,0.283,-8.25,0.143,0.688,5.55e-06,0.437,80.336,29
270,Edvard Grieg,"Lyric Pieces Book IV, Op.47: No. 3 Melodie",not_hot,0.545,0.908,-6.548,0.0512,0.115,0.0,0.391,120.155,11
271,Bad Wolves,Toast To The Ghost,not_hot,0.752,0.576,-10.029,0.0488,0.0681,0.0153,0.852,101.972,22
272,DRAMA,Fuck Dave,not_hot,0.491,0.928,-4.285,0.1,0.0196,0.0,0.723,175.859,10
273,Drive-By Truckers,Goddamn Lonely Love,not_hot,0.795,0.887,-5.514,0.0984,0.61,0.00209,0.885,116.999,22
274,Kygo,It Ain't Me (with Selena Gomez) - Tiësto's AFTR:HRS Remix,not_hot,0.711,0.608,-4.008,0.0754,0.0446,7.56e-05,0.791,82.448,22
275,Jason Derulo,With the Lights On,not_hot,0.401,0.452,-10.043,0.0798,0.379,0.0,0.297,119.891,13
276,Matt Ox,Deposits,not_hot,0.714,0.727,-5.008,0.135,0.3,2.3e-05,0.175,163.054,21
277,The Neighbourhood,1 of those Weaks,not_hot,0.53,0.949,-2.699,0.0459,3.59e-05,0.522,0.836,137.011,1
278,Three Days Grace,Let It Die,not_hot,0.672,0.554,-6.828,0.0259,0.1,0.0,0.337,103.983,28
279,Green Valley,No Me Voy a Rendir,not_hot,0.386,0.963,-4.501,0.368,0.00136,1.31e-06,0.282,168.082,16
280,Underworld,Trapped,not_hot,0.719,0.441,-6.266,0.172,0.359,0.0,0.504,133.019,21
281,Jessica Reedy,Put It On The Altar,not_hot,0.381,0.578,-8.242,0.229,0.287,1.14e-06,0.443,92.009,13
282,Ravyn Lenae,Genesis,not_hot,0.464,0.91,-7.04,0.0331,2.58e-05,0.127,0.422,143.989,11
283,Laura Story,Blessings,not_hot,0.317,0.907,-5.284,0.139,0.000215,0.0,0.247,175.816,15
284,Bleachers,Hate That You Know Me,not_hot,0.0876,0.0504,-29.69,0.0387,0.755,0.95,0.0912,170.05,19
285,Thievery Corporation,Mandala,not_hot,0.743,0.457,-8.262,0.0619,0.122,0.0,0.727,81.672,7
286,TYuS,Between Us (feat. 21 Savage),not_hot,0.488,0.513,-7.469,0.0257,0.199,0.0396,0.406,73.055,13
287,James Vincent McMorrow,Evil - RAC Mix,not_hot,0.629,0.271,-9.658,0.0522,0.354,1.38e-05,0.2,125.833,12
288,Fly Golden Eagle,Psyche's Dagger,not_hot,0.47,0.482,-6.999,0.0435,0.202,0.0419,0.212,117.448,23
289,James Morrison,Feels Like The First Time,not_hot,0.681,0.879,-8.976,0.0388,0.088,0.33,0.658,119.494,1
290,Boubacar Traoré,Hona,not_hot,0.49,0.549,-9.476,0.0378,0.453,7.94e-05,0.766,129.238,9
291,Nashville Cast,Saved,not_hot,0.499,0.0969,-19.019,0.061,0.784,0.00288,0.583,169.632,25
292,Low,No Comprende,not_hot,0.647,0.465,-10.272,0.0245,0.258,0.149,0.243,94.035,28
293,Q-Tip,Vivrant Thing - Club Mix,not_hot,0.359,0.945,-3.401,0.0794,4.41e-05,0.00084,0.307,157.937,15
294,Weezer,Mexican Fender,not_hot,0.724,0.421,-11.397,0.346,0.668,0.000226,0.234,94.049,26
295,YBN Nahmir,Nah For Real,not_hot,0.45,0.73,-4.403,0.0288,0.00069,0.0,0.599,148.338,10
296,Jon Langston,Dance Tonight,not_hot,0.79,0.589,-7.709,0.0429,0.28,0.0,0.829,93.992,22
297,Christy Nockels,In Every Way,not_hot,0.595,0.238,-12.862,0.0322,0.419,2.71e-05,0.328,116.638,12
298,Jimi Hendrix,Mannish Boy,not_hot,0.282,0.375,-8.695,0.0344,0.673,0.0,0.317,109.212,13
299,Cher Lloyd,Sirens,not_hot,0.312,0.7,-10.876,0.0613,0.43,1.22e-05,0.199,139.588,23
300,Symphony Worship,Dengan Apa Kan Kubalas (Live),not_hot,0.728,0.318,-13.331,0.0265,0.662,0.406,0.71,89.005,9
301,El Alfa,Prestamelo,not_hot,0.671,0.299,-13.215,0.0315,0.521,0.000288,0.574,120.112,9
302,Marcin Przybyłowicz,Syanna,not_hot,0.522,0.788,-7.305,0.0581,0.00176,0.898,0.423,89.925,14
303,for KING & COUNTRY,Without You,not_hot,0.671,0.519,-6.156,0.0454,0.0697,0.0,0.265,140.006,21
304,Chris Standring,Oliver's Twist,not_hot,0.728,0.729,-5.789,0.0511,0.542,0.0253,0.739,109.99,22
305,Bethel Music,In Over My Head (Spontaneous),not_hot,0.708,0.339,-14.17,0.0543,0.749,0.00034,0.298,79.371,24
306,Kota the Friend,Blue (feat. Chelsea Reject),not_hot,0.566,0.521,-11.824,0.0321,0.514,0.000288,0.468,129.167,12
307,John Powell,Stoick's Ship,not_hot,0.287,0.706,-6.696,0.0373,0.00128,0.0,0.192,162.051,15
308,Alpha Blondy,Human Race,not_hot,0.603,0.675,-5.58,0.0294,0.0238,0.000105,0.491,118.18,20
309,Weezer,Thank God For Girls,not_hot,0.71,0.605,-7.163,0.225,0.148,0.0,0.329,82.994,6
310,Crystal Castles,Untrust Us,not_hot,0.587,0.628,-6.703,0.427,0.558,0.0,0.669,79.443,26
311,Blind Pilot,Packed Powder,not_hot,0.53,0.79,-4.446,0.0369,0.000373,0.000742,0.577,84.011,20
312,Robert Glasper Experiment,Afro Blue,not_hot,0.664,0.634,-6.348,0.0349,0.683,3.34e-05,0.666,93.914,9
313,La Combo Tortuga,Caminemos,not_hot,0.419,0.931,-5.147,0.068,0.00858,0.0,0.697,147.537,10
314,The Shins,Name For You,not_hot,0.443,0.731,-7.575,0.0335,0.171,1.76e-05,0.585,154.309,10
315,Los Victorios,Psicótico,not_hot,0.331,0.845,-4.876,0.0551,0.000109,0.000212,0.468,153.484,15
316,shinigami,Luna,not_hot,0.641,0.848,-6.353,0.0915,0.33,0.00165,0.76,105.533,22
317,The Menzingers,Your Wild Years,not_hot,0.29,0.733,-4.379,0.0406,0.0572,0.0,0.224,109.943,4
318,Waylon Jennings,Sunday Mornin' Comin' Down,not_hot,0.516,0.541,-11.193,0.109,0.668,0.843,0.0392,111.945,17
319,Miriam Makeba,Pata Pata,not_hot,0.402,0.924,-3.433,0.0519,0.000356,0.00335,0.68,170.739,10
320,Free Throw,Tongue Tied,not_hot,0.703,0.922,-4.514,0.0479,0.161,0.0,0.781,141.961,1
321,"Hank Williams, Jr.",There's A Tear In My Beer,not_hot,0.813,0.544,-9.816,0.232,0.224,0.0,0.699,146.073,16
322,Leonard Cohen,"Hey, That's No Way to Say Goodbye",not_hot,0.911,0.665,-5.169,0.249,0.0271,0.0,0.408,140.136,16
323,Kelly Moran,Autowave,not_hot,0.74,0.265,-11.693,0.0461,0.543,0.973,0.412,82.04,17
324,X Ambassadors,The Devil You Know,not_hot,0.669,0.885,-7.08,0.0378,0.0181,0.88,0.636,116.955,14
325,Shinedown,For My Sake,not_hot,0.564,0.455,-11.615,0.0369,0.645,3.05e-06,0.697,117.792,9
326,Chris Cornell,The Promise,not_hot,0.873,0.586,-5.184,0.241,0.191,0.0,0.533,92.907,6
327,Scotty McCreery,The Trouble With Girls,not_hot,0.238,0.058,-24.71,0.0465,0.979,0.678,0.0331,115.687,19
328,Felipe Peláez,Mi Celosa Hermosa,not_hot,0.664,0.65,-5.494,0.0408,0.105,0.0,0.84,87.981,22
329,Action Bronson,Prince Charming,not_hot,0.726,0.678,-4.445,0.0303,0.252,7.63e-06,0.529,75.031,7
330,Tenth Avenue North,Losing,not_hot,0.315,0.0989,-21.693,0.0383,0.991,0.925,0.0542,101.589,19
331,Hippo Campus,Poems,not_hot,0.646,0.518,-11.09,0.0302,0.843,0.914,0.199,110.012,17
332,Bryce Fox,SAD!,not_hot,0.513,0.915,-5.897,0.0308,0.00892,0.922,0.536,117.989,14
333,MARINA,Power & Control,not_hot,0.613,0.393,-13.305,0.0442,0.224,0.0,0.64,107.72,7
334,Thousand Foot Krutch,Lifeline,not_hot,0.582,0.915,-6.217,0.0418,0.149,0.0138,0.485,101.061,20
335,John Powell,Alpha Comes To Berk,not_hot,0.876,0.553,-6.522,0.0818,0.436,0.0,0.296,123.983,21
336,Duke Ellington,Money Jungle - Remastered,not_hot,0.358,0.848,-5.238,0.404,0.0484,7.94e-06,0.11,180.189,16
337,Lil Pump,Pinky Ring (feat. Smokepurpp & Rick Ross),not_hot,0.548,0.671,-7.189,0.067,0.444,0.000339,0.421,125.912,12
338,Meghan Trainor,Throwback Love,not_hot,0.712,0.546,-11.486,0.0745,0.613,0.0414,0.867,159.955,3
339,Allan Rayman,December,not_hot,0.538,0.642,-8.637,0.348,0.391,5.39e-06,0.468,82.318,26
340,Teenage Bottlerocket,Back and Forth,not_hot,0.759,0.344,-13.638,0.443,0.245,0.0104,0.5,188.251,16
341,NoMBe,Milk & Coffee,not_hot,0.635,0.493,-8.631,0.0741,0.401,0.0,0.207,80.062,13
342,Janet Jackson,Escapade,not_hot,0.435,0.939,-3.845,0.111,0.0122,0.00466,0.559,134.938,11
343,John Fahey,Wine And Roses,not_hot,0.754,0.445,-13.343,0.0513,0.821,0.567,0.323,113.521,17
344,Glass Animals,Holiest,not_hot,0.568,0.765,-5.337,0.315,0.149,0.0,0.345,81.018,6
345,Philip Glass,For Your Own Benefit,not_hot,0.507,0.496,-8.377,0.0355,0.097,0.000424,0.195,133.132,23
346,John Williams,The House - Instrumental,not_hot,0.46,0.898,-4.647,0.0814,0.0131,0.0,0.681,142.136,10
347,Patton Oswalt,I Am An Awful Dad,not_hot,0.686,0.749,-2.034,0.0788,0.207,0.0,0.778,82.905,22
348,Franz Liszt,"12 Lieder von Franz Schubert, S. 558: No. 2, Auf dem Wasser zu singen",not_hot,0.249,0.172,-16.082,0.0376,0.695,0.529,0.205,115.976,5
349,OK Go,The Writing's on the Wall,not_hot,0.648,0.936,-2.834,0.0358,0.00247,0.000173,0.671,124.027,1
350,Erik Satie,3 Gymnopedies: No. 1. Lent et douloureux,not_hot,0.526,0.281,-18.613,0.0402,0.758,0.77,0.0373,90.027,17
351,Interpol,My Desire,not_hot,0.593,0.634,-6.522,0.0448,0.433,0.00019,0.452,84.043,29
352,The Chemical Brothers,Setting Sun,not_hot,0.19,0.169,-18.08,0.0365,0.9,0.617,0.0367,82.967,5
353,Yngwie Malmsteen,Sun's Up Top's Down,not_hot,0.565,0.782,-8.686,0.92,0.903,0.0,0.327,107.713,8
354,Big K.R.I.T.,Glorious,not_hot,0.632,0.657,-5.144,0.0967,0.0292,0.0,0.151,91.38,28
355,The Head and the Heart,Honey Come Home,not_hot,0.667,0.485,-7.164,0.0602,0.449,2.33e-06,0.768,119.161,9
356,Frédéric Chopin,"Nocturne in B-Flat Minor, Op. 9, No. 1",not_hot,0.45,0.376,-13.529,0.0299,0.942,0.201,0.464,72.387,24
357,Tierra Whack,MUMBO JUMBO,not_hot,0.518,0.843,-7.361,0.0544,0.00136,0.0119,0.249,143.903,11
358,Townes Van Zandt,Poncho & Lefty,not_hot,0.362,0.0872,-23.376,0.0358,0.991,0.874,0.046,104.796,19
359,Proyecto Uno,Another Night,not_hot,0.534,0.428,-9.039,0.0787,0.727,0.0,0.66,92.636,29
360,Amenazzy,La Chanty,not_hot,0.456,0.0329,-23.702,0.0532,0.956,7.85e-05,0.342,82.938,0
361,Crowder,Forgiven,not_hot,0.445,0.361,-13.183,0.0271,0.718,0.0289,0.272,77.432,24
362,Golden Features,Woodcut (feat. Rromarin),not_hot,0.673,0.794,-3.383,0.0292,0.475,0.000833,0.919,135.603,3
363,Benji Lewis,Never Mine,not_hot,0.78,0.733,-2.851,0.112,0.166,0.0,0.895,104.086,22
364,Massive Attack,Heat Miser,not_hot,0.486,0.869,-4.013,0.045,0.000237,2.6e-05,0.114,121.866,11
365,Doug Stone,I'd Be Better Off (In A Pine Box),not_hot,0.381,0.0233,-26.621,0.0381,0.993,0.914,0.147,62.031,27
366,Jah Cure,From My Heart,not_hot,0.42,0.899,-5.446,0.0745,0.000431,0.000245,0.193,132.016,11
367,Portugal. The Man,Evil Friends,not_hot,0.461,0.598,-9.221,0.0329,0.117,6.44e-06,0.393,150.035,23
368,Newsboys,The Cross Has the Final Word,not_hot,0.548,0.899,-6.394,0.0293,7.5e-05,2.18e-05,0.705,128.001,1
369,Joss Stone,Fell In Love With A Boy,not_hot,0.636,0.805,-10.453,0.0335,0.442,0.000303,0.978,136.676,3
370,Marsha Ambrosius,Have You Ever,not_hot,0.579,0.573,-6.116,0.145,0.118,0.000296,0.171,100.014,28
371,JID,Doo Wop,not_hot,0.865,0.384,-11.953,0.0577,0.024,0.434,0.852,122.48,2
372,John Cage,In a Landscape (1948),not_hot,0.802,0.718,-6.921,0.0992,0.0229,0.0,0.658,160.031,3
373,Air,Photograph,not_hot,0.676,0.869,-6.02,0.0566,0.359,0.0,0.848,93.001,22
374,Paolo Fresu,The Windmills of Your Mind,not_hot,0.176,0.0398,-31.831,0.0364,0.95,0.961,0.0754,83.054,27
375,Nine Inch Nails,Less Than,not_hot,0.498,0.826,-6.894,0.238,0.105,0.0,0.523,163.333,10
376,Rocko y Blasty,El Intruso (Dime Quien Es),not_hot,0.503,0.864,-4.869,0.039,0.00911,0.851,0.239,145.012,14
377,Dirty Heads,Hipster,not_hot,0.653,0.872,-4.288,0.0424,0.0134,6.83e-05,0.458,99.014,20
378,Shy Girls,Arrest Me (Noah Breakfast Remix) [feat. Tei Shi],not_hot,0.623,0.558,-8.782,0.0457,0.49,0.0,0.455,90.505,29
379,Kid Cudi,Trapped In My Mind,not_hot,0.741,0.615,-8.072,0.0358,0.519,0.000344,0.799,128.496,3
380,Bullet For My Valentine,Hearts Burst into Fire,not_hot,0.585,0.594,-5.371,0.0264,0.0891,0.0,0.676,111.27,7
381,The Avett Brothers,I Would Be Sad,not_hot,0.657,0.467,-8.849,0.0437,0.316,0.00215,0.21,135.143,12
382,Kid Quill,Soapbox,not_hot,0.705,0.601,-8.123,0.052,0.232,0.215,0.52,99.997,7
383,Slim.,one,not_hot,0.831,0.439,-7.015,0.0704,0.0606,0.000574,0.891,96.009,22
384,The Record Company,Life To Fix - Radio Edit,not_hot,0.484,0.791,-6.887,0.0705,0.00455,0.0844,0.407,162.163,15
385,Pearl Jam,Wishlist,not_hot,0.481,0.83,-4.681,0.0387,0.0608,0.0,0.597,87.843,20
386,Opia,Faded,not_hot,0.532,0.931,-3.662,0.0467,0.00144,0.263,0.383,113.424,11
387,Michael Giacchino,The Imperial Suite,not_hot,0.851,0.334,-11.347,0.227,0.112,0.497,0.389,117.014,2
388,Shane & Shane,Reckless Love,not_hot,0.43,0.498,-7.715,0.132,0.299,0.0,0.294,98.39,13
389,DOPE LEMON,Home Soon,not_hot,0.414,0.377,-12.11,0.0389,0.327,0.0604,0.0974,135.775,23
390,Big K.R.I.T.,Subenstein (My Sub IV),not_hot,0.62,0.844,-10.561,0.0503,0.0261,0.0478,0.961,121.009,1
391,Cody Johnson,Where Cowboys Are King,not_hot,0.646,0.628,-8.794,0.243,0.404,5.03e-06,0.881,125.705,3
392,Tomorrow People,Feel Alright,not_hot,0.696,0.624,-13.001,0.0292,0.0285,0.000219,0.871,129.906,3
393,Deftones,Around the Fur,not_hot,0.833,0.785,-5.343,0.152,0.541,3.21e-06,0.578,103.004,22
394,BANKS,Poltergeist,not_hot,0.557,0.833,-4.671,0.073,0.00867,0.0,0.449,125.909,11
395,Sinach,He Did It Again,not_hot,0.837,0.553,-9.0,0.267,0.087,0.0,0.298,135.027,16
396,The Outlaws,There Goes Another Love Song,not_hot,0.207,0.0881,-20.445,0.0514,0.992,0.301,0.0379,175.509,19
397,Future,Turn On The Lights,not_hot,0.222,0.325,-11.378,0.0333,0.969,0.167,0.104,109.073,0
398,Sevendust,Dirty,not_hot,0.686,0.593,-6.654,0.032,0.358,0.0,0.932,132.285,3
399,William Clark Green,Still Think About You,not_hot,0.567,0.294,-9.404,0.0283,0.902,0.035,0.363,95.985,24
400,Lirico En La Casa,En Papel de Regalo,not_hot,0.56,0.786,-2.275,0.0571,0.00468,0.499,0.134,75.022,4
401,Mike Shinoda,Over Again,not_hot,0.514,0.73,-8.491,0.387,0.474,0.0,0.699,167.655,16
402,Jeremy Soule,Wind Guide You,not_hot,0.729,0.32,-7.278,0.0338,0.157,0.905,0.542,92.0,2
403,Aretha Franklin,Soul Serenade,not_hot,0.684,0.572,-10.495,0.0343,0.0138,0.817,0.422,103.88,2
404,KYLE,Really? Yeah!,not_hot,0.466,0.663,-7.143,0.0539,0.249,0.000343,0.729,202.03,10
405,Choking Victim,500 Channels,not_hot,0.599,0.444,-8.648,0.044,0.82,0.000474,0.508,142.81,12
406,Cobi,Church Of The Lonely,not_hot,0.668,0.253,-14.872,0.0564,0.359,0.308,0.142,98.512,24
407,Sammy Kershaw,Love of My Life,not_hot,0.748,0.537,-8.448,0.0337,0.0773,0.00108,0.346,97.026,28
408,Hillsong Young & Free,Jesus Loves Me,not_hot,0.696,0.484,-10.555,0.0557,0.242,0.00086,0.517,136.091,21
409,Chevelle,Sleep Walking Elite,not_hot,0.423,0.991,-4.176,0.0677,7.47e-05,0.00642,0.3,93.124,4
410,Maranatha! Music,You Are My All In All - Top 50 Praise Songs Album Version,not_hot,0.73,0.88,-3.688,0.0666,0.136,0.13,0.814,94.295,22
411,Fernando Velázquez,Edith's Theme,not_hot,0.545,0.525,-11.38,0.0431,0.634,0.841,0.202,98.945,17
412,Tyler Bates,Ego,not_hot,0.752,0.702,-7.178,0.08,0.0718,0.000453,0.713,113.998,22
413,Sammie,Get Right,not_hot,0.524,0.831,-5.25,0.0287,0.000965,0.0,0.458,93.003,20
414,Trevor Daniel,Wild,not_hot,0.742,0.833,-5.208,0.106,0.0178,0.0,0.179,146.944,11
415,Justin Quiles,Me Curare,not_hot,0.565,0.398,-9.46,0.0343,0.688,0.00557,0.593,96.189,29
416,The Gap Band,Outstanding,not_hot,0.648,0.377,-11.297,0.0493,0.559,0.00747,0.278,139.879,12
417,Rodrigo Gallardo,Minero,not_hot,0.493,0.423,-8.119,0.0308,0.603,0.0258,0.23,157.784,25
418,Brent Faiyaz,Allure,not_hot,0.541,0.283,-13.659,0.0527,0.805,0.0367,0.564,76.828,24
419,Solange,Interlude: Pedestals,not_hot,0.269,0.846,-13.391,0.0386,0.243,0.0,0.278,85.115,4
420,Moderatto,Muriendo Lento,not_hot,0.182,0.0589,-24.502,0.0382,0.928,0.000246,0.128,74.232,0
421,Xavier Omär,Poison,not_hot,0.618,0.72,-8.777,0.0311,0.267,6.45e-06,0.735,124.976,1
422,Snarky Puppy,Tarova,not_hot,0.553,0.653,-4.444,0.0271,0.586,0.0,0.517,149.823,12
423,Iron & Wine,"Flightless Bird, American Mouth - Wedding Version",not_hot,0.482,0.416,-10.232,0.093,0.504,0.000137,0.301,82.388,13
424,Willow,IDK,not_hot,0.353,0.304,-9.142,0.0327,0.435,1.54e-06,0.233,138.494,25
425,Kollektiv Turmstrasse,Last Day - David August Revision,not_hot,0.157,0.976,-4.569,0.387,0.000322,0.000132,0.125,78.601,4
426,Sun Kil Moon,Ben's My Friend,not_hot,0.707,0.569,-7.589,0.0735,0.000802,0.0,0.319,90.027,28
427,Nick Johnston,Poison Touch,not_hot,0.547,0.568,-5.675,0.0402,0.34,0.0,0.555,90.405,7
428,Destroyer,Kaputt,not_hot,0.833,0.717,-7.912,0.0356,0.814,0.000119,0.964,115.146,9
429,Icon For Hire,Hope of Morning,not_hot,0.751,0.732,-7.616,0.0517,0.101,4.46e-05,0.675,100.02,22
430,Gaullin,Told You,not_hot,0.314,0.602,-6.264,0.0448,0.000442,0.0,0.37,114.185,23
431,Q-Tip,Let's Ride,not_hot,0.544,0.784,-5.031,0.0615,0.0183,0.0172,0.462,168.364,10
432,NEEDTOBREATHE,MONEY & FAME,not_hot,0.508,0.847,-4.927,0.348,0.147,0.000241,0.423,176.785,16
433,Big Sean,Same Time Pt. 1,not_hot,0.585,0.757,-4.752,0.0599,0.101,0.0,0.208,78.018,4
434,Culture,Jah Rastafari - 2001 Digital Remaster,not_hot,0.473,0.833,-4.996,0.0423,0.00781,2.99e-05,0.705,175.02,10
435,Grizfolk,Heavy Crown,not_hot,0.587,0.728,-11.209,0.936,0.841,0.0,0.234,104.687,8
436,Bad Suns,We Move Like The Ocean,not_hot,0.82,0.543,-7.699,0.305,0.19,0.0,0.727,126.95,6
437,Jaymay,Jolly Old St. Nicholas,not_hot,0.808,0.48,-15.28,0.0618,0.307,0.87,0.352,116.006,2
438,Wailing Souls,Jah Give Us Life,not_hot,0.553,0.994,-1.121,0.0982,0.00587,0.222,0.0689,128.026,11
439,RY X,Only - Kaskade x Lipless Remix,not_hot,0.111,0.207,-14.723,0.0373,0.761,0.97,0.0288,93.16,5
440,Giuseppe Verdi,"Il Trovatore / Act 3: ""Di quella pira""",not_hot,0.601,0.715,-4.843,0.0362,0.00831,0.0,0.606,94.976,20
441,YG,BOMPTOWN FINEST,not_hot,0.433,0.782,-6.359,0.0363,0.0108,0.0,0.498,94.995,20
442,Migos,Hannah Montana,not_hot,0.711,0.803,-5.2,0.0386,0.00419,1.05e-05,0.891,112.003,1
443,Don Henley,All She Wants To Do Is Dance,not_hot,0.742,0.719,-5.115,0.216,0.09,0.0,0.88,77.056,6
444,VHS Collection,Animal,not_hot,0.589,0.0786,-20.306,0.0556,0.677,0.902,0.451,80.089,17
445,Ocean Heights,Out the Way,not_hot,0.733,0.654,-5.581,0.0447,0.132,0.0,0.502,126.958,21
446,Adelitas Way,Still Hungry,not_hot,0.6,0.492,-12.463,0.0275,0.278,0.652,0.543,139.296,2
447,Angie Stone,No More Rain (In This Cloud),not_hot,0.492,0.881,-6.57,0.0927,0.0325,0.00255,0.58,154.087,10
448,Hayden James,Beginnings,not_hot,0.372,0.415,-12.436,0.0321,0.327,0.000594,0.116,115.697,13
449,American Authors,Best Day Of My Life - Gazzo Remix,not_hot,0.638,0.893,-4.21,0.059,0.0534,0.0,0.904,91.981,22
450,Flume,Say It (feat. Tove Lo) [SG Lewis Remix],not_hot,0.452,0.856,-4.644,0.0396,0.0012,2.01e-05,0.287,99.919,4
451,Beck,Square One,not_hot,0.479,0.107,-15.893,0.0487,0.944,0.000139,0.321,97.6,24
452,Orchestra Baobab,Mouhamadou Bamba,not_hot,0.57,0.917,-3.735,0.0517,0.0782,0.0,0.778,90.948,20
453,NEEDTOBREATHE,Stand By Me (Acoustic Live),not_hot,0.395,0.121,-23.427,0.0327,0.935,0.397,0.139,114.521,19
454,Baauer,Tep Tep,not_hot,0.565,0.898,-3.693,0.0479,0.0734,0.0,0.586,139.883,1
455,Ohio Players,Fire,not_hot,0.68,0.528,-10.925,0.164,0.289,0.00628,0.441,81.494,7
456,Grateful Dead,Casey Jones - 2001 Remaster,not_hot,0.684,0.725,-5.929,0.17,0.0191,0.0,0.5,93.961,6
